REGION,REGION_ABBR,YEAR,WEEK,EPIWEEK,% WEIGHTED ILI,% UNWEIGHTED ILI,ISSUE,RELEASE_DATE,NUM_PROVIDERS,NUM_PATIENTS,NUM_ILI,SOURCE
Arkansas,AR,2016,5,2016W05,2.07073,2.07073,201740,2017-10-24,13,5457,113,Delphi Epidata fluview (sourced from CDC FluView)
Arizona,AZ,2016,5,2016W05,3.97859,3.97859,201740,2017-10-24,51,22420,892,Delphi Epidata fluview (sourced from CDC FluView)
California,CA,2016,5,2016W05,3.28407,3.28407,201740,2017-10-24,152,48720,1600,Delphi Epidata fluview (sourced from CDC FluView)
Colorado,CO,2016,5,2016W05,1.16318,1.16318,201740,2017-10-24,6,3009,35,Delphi Epidata fluview (sourced from CDC FluView)
Connecticut,CT,2016,5,2016W05,3.19507,3.19507,201740,2017-10-24,21,5352,171,Delphi Epidata fluview (sourced from CDC FluView)
District of Columbia,DC,2016,5,2016W05,5.19972,5.19972,201740,2017-10-24,2,2904,151,Delphi Epidata fluview (sourced from CDC FluView)
Delaware,DE,2016,5,2016W05,0.186625,0.186625,201740,2017-10-24,13,3215,6,Delphi Epidata fluview (sourced from CDC FluView)
Georgia,GA,2016,5,2016W05,1.81663,1.81663,201740,2017-10-24,33,37542,682,Delphi Epidata fluview (sourced from CDC FluView)
Hawaii,HI,2016,5,2016W05,2.35911,2.35911,201740,2017-10-24,13,1526,36,Delphi Epidata fluview (sourced from CDC FluView)
Iowa,IA,2016,5,2016W05,0.528053,0.528053,201740,2017-10-24,6,1515,8,Delphi Epidata fluview (sourced from CDC FluView)
Idaho,ID,2016,5,2016W05,2.32394,2.32394,201740,2017-10-24,9,2840,66,Delphi Epidata fluview (sourced from CDC FluView)
Illinois,IL,2016,5,2016W05,3.04572,3.04572,201740,2017-10-24,78,50924,1551,Delphi Epidata fluview (sourced from CDC FluView)
Indiana,IN,2016,5,2016W05,1.20893,1.20893,201740,2017-10-24,28,6452,78,Delphi Epidata fluview (sourced from CDC FluView)
Kansas,KS,2016,5,2016W05,1.67744,1.67744,201740,2017-10-24,33,7273,122,Delphi Epidata fluview (sourced from CDC FluView)
Kentucky,KY,2016,5,2016W05,0.708629,0.708629,201740,2017-10-24,38,26389,187,Delphi Epidata fluview (sourced from CDC FluView)
Massachusetts,MA,2016,5,2016W05,1.61123,1.61123,201740,2017-10-24,45,24143,389,Delphi Epidata fluview (sourced from CDC FluView)
Maryland,MD,2016,5,2016W05,1.34237,1.34237,201740,2017-10-24,34,7524,101,Delphi Epidata fluview (sourced from CDC FluView)
Maine,ME,2016,5,2016W05,1.15839,1.15839,201740,2017-10-24,27,4489,52,Delphi Epidata fluview (sourced from CDC FluView)
Michigan,MI,2016,5,2016W05,1.01783,1.01783,201740,2017-10-24,69,24169,246,Delphi Epidata fluview (sourced from CDC FluView)
Minnesota,MN,2016,5,2016W05,1.00438,1.00438,201740,2017-10-24,16,3883,39,Delphi Epidata fluview (sourced from CDC FluView)
Missouri,MO,2016,5,2016W05,1.37948,1.37948,201740,2017-10-24,19,7974,110,Delphi Epidata fluview (sourced from CDC FluView)
Mississippi,MS,2016,5,2016W05,2.87259,2.87259,201740,2017-10-24,50,19982,574,Delphi Epidata fluview (sourced from CDC FluView)
Montana,MT,2016,5,2016W05,0.224027,0.224027,201740,2017-10-24,9,3571,8,Delphi Epidata fluview (sourced from CDC FluView)
North Carolina,NC,2016,5,2016W05,1.6268,1.6268,201740,2017-10-24,49,14507,236,Delphi Epidata fluview (sourced from CDC FluView)
North Dakota,ND,2016,5,2016W05,1.07738,1.07738,201740,2017-10-24,8,1021,11,Delphi Epidata fluview (sourced from CDC FluView)
Nebraska,NE,2016,5,2016W05,0.437158,0.437158,201740,2017-10-24,16,2745,12,Delphi Epidata fluview (sourced from CDC FluView)
New Hampshire,NH,2016,5,2016W05,0.588713,0.588713,201740,2017-10-24,22,4926,29,Delphi Epidata fluview (sourced from CDC FluView)
New Jersey,NJ,2016,5,2016W05,1.69208,1.69208,201740,2017-10-24,17,4787,81,Delphi Epidata fluview (sourced from CDC FluView)
New Mexico,NM,2016,5,2016W05,2.6483,2.6483,201740,2017-10-24,25,12121,321,Delphi Epidata fluview (sourced from CDC FluView)
Nevada,NV,2016,5,2016W05,1.38714,1.38714,201740,2017-10-24,26,13481,187,Delphi Epidata fluview (sourced from CDC FluView)
New York,NY,2016,5,2016W05,2.5184508864034085,2.5184508864034085,201740,,177,118287,2979,Delphi Epidata fluview (sourced from CDC FluView)
Ohio,OH,2016,5,2016W05,0.874179,0.874179,201740,2017-10-24,68,19790,173,Delphi Epidata fluview (sourced from CDC FluView)
Oklahoma,OK,2016,5,2016W05,3.41487,3.41487,201740,2017-10-24,26,6296,215,Delphi Epidata fluview (sourced from CDC FluView)
Oregon,OR,2016,5,2016W05,2.22763,2.22763,201740,2017-10-24,18,5342,119,Delphi Epidata fluview (sourced from CDC FluView)
Pennsylvania,PA,2016,5,2016W05,2.45783,2.45783,201740,2017-10-24,56,15827,389,Delphi Epidata fluview (sourced from CDC FluView)
Rhode Island,RI,2016,5,2016W05,1.11997,1.11997,201740,2017-10-24,17,5268,59,Delphi Epidata fluview (sourced from CDC FluView)
South Carolina,SC,2016,5,2016W05,1.14037,1.14037,201740,2017-10-24,9,3683,42,Delphi Epidata fluview (sourced from CDC FluView)
South Dakota,SD,2016,5,2016W05,2.06847,2.06847,201740,2017-10-24,33,8412,174,Delphi Epidata fluview (sourced from CDC FluView)
Tennessee,TN,2016,5,2016W05,1.7164,1.7164,201740,2017-10-24,55,10254,176,Delphi Epidata fluview (sourced from CDC FluView)
Texas,TX,2016,5,2016W05,4.89241,4.89241,201740,2017-10-24,123,30905,1512,Delphi Epidata fluview (sourced from CDC FluView)
Utah,UT,2016,5,2016W05,2.83149,2.83149,201740,2017-10-24,42,20272,574,Delphi Epidata fluview (sourced from CDC FluView)
Virginia,VA,2016,5,2016W05,1.74534,1.74534,201740,2017-10-24,128,84339,1472,Delphi Epidata fluview (sourced from CDC FluView)
Vermont,VT,2016,5,2016W05,1.06446,1.06446,201740,2017-10-24,11,3382,36,Delphi Epidata fluview (sourced from CDC FluView)
Washington,WA,2016,5,2016W05,1.28357,1.28357,201740,2017-10-24,47,5921,76,Delphi Epidata fluview (sourced from CDC FluView)
Wisconsin,WI,2016,5,2016W05,1.62109,1.62109,201740,2017-10-24,24,6107,99,Delphi Epidata fluview (sourced from CDC FluView)
West Virginia,WV,2016,5,2016W05,1.13276,1.13276,201740,2017-10-24,47,13860,157,Delphi Epidata fluview (sourced from CDC FluView)
Wyoming,WY,2016,5,2016W05,1.11516,1.11516,201740,2017-10-24,21,4394,49,Delphi Epidata fluview (sourced from CDC FluView)
Alaska,AK,2016,6,2016W06,1.19976,1.19976,201740,2017-10-24,7,1667,20,Delphi Epidata fluview (sourced from CDC FluView)
Alabama,AL,2016,6,2016W06,3.12853,3.12853,201740,2017-10-24,27,10612,332,Delphi Epidata fluview (sourced from CDC FluView)
Arkansas,AR,2016,6,2016W06,2.53538,2.53538,201740,2017-10-24,12,5088,129,Delphi Epidata fluview (sourced from CDC FluView)
Arizona,AZ,2016,6,2016W06,5.18344,5.18344,201740,2017-10-24,58,25022,1297,Delphi Epidata fluview (sourced from CDC FluView)
California,CA,2016,6,2016W06,3.91439,3.91439,201740,2017-10-24,146,48079,1882,Delphi Epidata fluview (sourced from CDC FluView)
Colorado,CO,2016,6,2016W06,1.27733,1.27733,201740,2017-10-24,7,4071,52,Delphi Epidata fluview (sourced from CDC FluView)
Connecticut,CT,2016,6,2016W06,4.15838,4.15838,201740,2017-10-24,17,5026,209,Delphi Epidata fluview (sourced from CDC FluView)
District of Columbia,DC,2016,6,2016W06,5.65627,5.65627,201740,2017-10-24,2,2758,156,Delphi Epidata fluview (sourced from CDC FluView)
Delaware,DE,2016,6,2016W06,0.0978793,0.0978793,201740,2017-10-24,13,3065,3,Delphi Epidata fluview (sourced from CDC FluView)
Georgia,GA,2016,6,2016W06,1.83585,1.83585,201740,2017-10-24,33,39001,716,Delphi Epidata fluview (sourced from CDC FluView)
Hawaii,HI,2016,6,2016W06,4.0253,4.0253,201740,2017-10-24,14,1739,70,Delphi Epidata fluview (sourced from CDC FluView)
Iowa,IA,2016,6,2016W06,0.564744,0.564744,201740,2017-10-24,9,2479,14,Delphi Epidata fluview (sourced from CDC FluView)
Idaho,ID,2016,6,2016W06,1.38484,1.38484,201740,2017-10-24,9,2744,38,Delphi Epidata fluview (sourced from CDC FluView)
Illinois,IL,2016,6,2016W06,3.32896,3.32896,201740,2017-10-24,82,51037,1699,Delphi Epidata fluview (sourced from CDC FluView)
Indiana,IN,2016,6,2016W06,1.50665,1.50665,201740,2017-10-24,28,6239,94,Delphi Epidata fluview (sourced from CDC FluView)
Kansas,KS,2016,6,2016W06,1.6462,1.6462,201740,2017-10-24,33,7411,122,Delphi Epidata fluview (sourced from CDC FluView)
Kentucky,KY,2016,6,2016W06,1.00349,1.00349,201740,2017-10-24,37,25212,253,Delphi Epidata fluview (sourced from CDC FluView)
Massachusetts,MA,2016,6,2016W06,1.49574,1.49574,201740,2017-10-24,45,22397,335,Delphi Epidata fluview (sourced from CDC FluView)
Maryland,MD,2016,6,2016W06,2.60127,2.60127,201740,2017-10-24,38,7727,201,Delphi Epidata fluview (sourced from CDC FluView)
Maine,ME,2016,6,2016W06,0.899844,0.899844,201740,2017-10-24,28,5112,46,Delphi Epidata fluview (sourced from CDC FluView)
Michigan,MI,2016,6,2016W06,1.37645,1.37645,201740,2017-10-24,71,22449,309,Delphi Epidata fluview (sourced from CDC FluView)
Minnesota,MN,2016,6,2016W06,1.11789,1.11789,201740,2017-10-24,17,3936,44,Delphi Epidata fluview (sourced from CDC FluView)
Missouri,MO,2016,6,2016W06,2.1764,2.1764,201740,2017-10-24,21,7857,171,Delphi Epidata fluview (sourced from CDC FluView)
Mississippi,MS,2016,6,2016W06,3.51508,3.51508,201740,2017-10-24,47,17240,606,Delphi Epidata fluview (sourced from CDC FluView)
Montana,MT,2016,6,2016W06,0.336962,0.336962,201740,2017-10-24,10,3858,13,Delphi Epidata fluview (sourced from CDC FluView)
North Carolina,NC,2016,6,2016W06,2.16115,2.16115,201740,2017-10-24,50,14483,313,Delphi Epidata fluview (sourced from CDC FluView)
North Dakota,ND,2016,6,2016W06,1.27796,1.27796,201740,2017-10-24,4,313,4,Delphi Epidata fluview (sourced from CDC FluView)
Nebraska,NE,2016,6,2016W06,0.704424,0.704424,201740,2017-10-24,17,3549,25,Delphi Epidata fluview (sourced from CDC FluView)
New Hampshire,NH,2016,6,2016W06,0.626305,0.626305,201740,2017-10-24,21,4790,30,Delphi Epidata fluview (sourced from CDC FluView)
New Jersey,NJ,2016,6,2016W06,2.60692,2.60692,201740,2017-10-24,16,4910,128,Delphi Epidata fluview (sourced from CDC FluView)
New Mexico,NM,2016,6,2016W06,3.72,3.72,201740,2017-10-24,24,12957,482,Delphi Epidata fluview (sourced from CDC FluView)
Nevada,NV,2016,6,2016W06,1.80372,1.80372,201740,2017-10-24,26,14082,254,Delphi Epidata fluview (sourced from CDC FluView)
New York,NY,2016,6,2016W06,2.981853849926434,2.981853849926434,201740,,170,112145,3344,Delphi Epidata fluview (sourced from CDC FluView)
Ohio,OH,2016,6,2016W06,1.09736,1.09736,201740,2017-10-24,70,18499,203,Delphi Epidata fluview (sourced from CDC FluView)
Oklahoma,OK,2016,6,2016W06,4.41915,4.41915,201740,2017-10-24,25,5974,264,Delphi Epidata fluview (sourced from CDC FluView)
Oregon,OR,2016,6,2016W06,1.90729,1.90729,201740,2017-10-24,12,4142,79,Delphi Epidata fluview (sourced from CDC FluView)
Pennsylvania,PA,2016,6,2016W06,2.37481,2.37481,201740,2017-10-24,56,15496,368,Delphi Epidata fluview (sourced from CDC FluView)
Rhode Island,RI,2016,6,2016W06,0.952025,0.952025,201740,2017-10-24,17,5357,51,Delphi Epidata fluview (sourced from CDC FluView)
South Carolina,SC,2016,6,2016W06,1.52526,1.52526,201740,2017-10-24,12,4196,64,Delphi Epidata fluview (sourced from CDC FluView)
South Dakota,SD,2016,6,2016W06,2.9212,2.9212,201740,2017-10-24,34,8832,258,Delphi Epidata fluview (sourced from CDC FluView)
Tennessee,TN,2016,6,2016W06,1.63431,1.63431,201740,2017-10-24,53,9117,149,Delphi Epidata fluview (sourced from CDC FluView)
Texas,TX,2016,6,2016W06,5.62804,5.62804,201740,2017-10-24,122,32267,1816,Delphi Epidata fluview (sourced from CDC FluView)
Utah,UT,2016,6,2016W06,3.18894,3.18894,201740,2017-10-24,42,21261,678,Delphi Epidata fluview (sourced from CDC FluView)
Virginia,VA,2016,6,2016W06,1.9085,1.9085,201740,2017-10-24,131,83888,1601,Delphi Epidata fluview (sourced from CDC FluView)
Vermont,VT,2016,6,2016W06,1.7097,1.7097,201740,2017-10-24,10,2866,49,Delphi Epidata fluview (sourced from CDC FluView)
Washington,WA,2016,6,2016W06,1.78059,1.78059,201740,2017-10-24,45,5223,93,Delphi Epidata fluview (sourced from CDC FluView)
Wisconsin,WI,2016,6,2016W06,1.74373,1.74373,201740,2017-10-24,24,6423,112,Delphi Epidata fluview (sourced from CDC FluView)
West Virginia,WV,2016,6,2016W06,1.81735,1.81735,201740,2017-10-24,48,15297,278,Delphi Epidata fluview (sourced from CDC FluView)
Wyoming,WY,2016,6,2016W06,1.60428,1.60428,201740,2017-10-24,20,4675,75,Delphi Epidata fluview (sourced from CDC FluView)
Alaska,AK,2016,7,2016W07,1.698,1.698,201740,2017-10-24,7,1649,28,Delphi Epidata fluview (sourced from CDC FluView)
Alabama,AL,2016,7,2016W07,3.89068,3.89068,201740,2017-10-24,27,12440,484,Delphi Epidata fluview (sourced from CDC FluView)
Arkansas,AR,2016,7,2016W07,2.69906,2.69906,201740,2017-10-24,13,5187,140,Delphi Epidata fluview (sourced from CDC FluView)
Arizona,AZ,2016,7,2016W07,5.17415,5.17415,201740,2017-10-24,50,22825,1181,Delphi Epidata fluview (sourced from CDC FluView)
California,CA,2016,7,2016W07,4.39619,4.39619,201740,2017-10-24,139,43060,1893,Delphi Epidata fluview (sourced from CDC FluView)
Colorado,CO,2016,7,2016W07,1.50134,1.50134,201740,2017-10-24,7,3730,56,Delphi Epidata fluview (sourced from CDC FluView)
Connecticut,CT,2016,7,2016W07,3.70722,3.70722,201740,2017-10-24,18,5260,195,Delphi Epidata fluview (sourced from CDC FluView)
District of Columbia,DC,2016,7,2016W07,5.99214,5.99214,201740,2017-10-24,2,2036,122,Delphi Epidata fluview (sourced from CDC FluView)
Delaware,DE,2016,7,2016W07,0.0641643,0.0641643,201740,2017-10-24,13,3117,2,Delphi Epidata fluview (sourced from CDC FluView)
Georgia,GA,2016,7,2016W07,2.34201,2.34201,201740,2017-10-24,33,39624,928,Delphi Epidata fluview (sourced from CDC FluView)
Hawaii,HI,2016,7,2016W07,4.25139,4.25139,201740,2017-10-24,16,1623,69,Delphi Epidata fluview (sourced from CDC FluView)
Iowa,IA,2016,7,2016W07,1.1657,1.1657,201740,2017-10-24,9,2402,28,Delphi Epidata fluview (sourced from CDC FluView)
Idaho,ID,2016,7,2016W07,2.25225,2.25225,201740,2017-10-24,9,2886,65,Delphi Epidata fluview (sourced from CDC FluView)
Illinois,IL,2016,7,2016W07,3.87532,3.87532,201740,2017-10-24,83,51686,2003,Delphi Epidata fluview (sourced from CDC FluView)
Indiana,IN,2016,7,2016W07,2.05432,2.05432,201740,2017-10-24,28,5744,118,Delphi Epidata fluview (sourced from CDC FluView)
Kansas,KS,2016,7,2016W07,2.34536,2.34536,201740,2017-10-24,32,7760,182,Delphi Epidata fluview (sourced from CDC FluView)
Kentucky,KY,2016,7,2016W07,1.48209,1.48209,201740,2017-10-24,38,26854,398,Delphi Epidata fluview (sourced from CDC FluView)
Massachusetts,MA,2016,7,2016W07,1.57182,1.57182,201740,2017-10-24,44,19786,311,Delphi Epidata fluview (sourced from CDC FluView)
Maryland,MD,2016,7,2016W07,4.37746,4.37746,201740,2017-10-24,36,7630,334,Delphi Epidata fluview (sourced from CDC FluView)
Maine,ME,2016,7,2016W07,0.920887,0.920887,201740,2017-10-24,28,4778,44,Delphi Epidata fluview (sourced from CDC FluView)
Michigan,MI,2016,7,2016W07,1.7294,1.7294,201740,2017-10-24,71,22609,391,Delphi Epidata fluview (sourced from CDC FluView)
Minnesota,MN,2016,7,2016W07,2.73241,2.73241,201740,2017-10-24,14,3184,87,Delphi Epidata fluview (sourced from CDC FluView)
Missouri,MO,2016,7,2016W07,2.2293,2.2293,201740,2017-10-24,20,8164,182,Delphi Epidata fluview (sourced from CDC FluView)
Mississippi,MS,2016,7,2016W07,3.54654,3.54654,201740,2017-10-24,51,20950,743,Delphi Epidata fluview (sourced from CDC FluView)
Montana,MT,2016,7,2016W07,0.349548,0.349548,201740,2017-10-24,10,3433,12,Delphi Epidata fluview (sourced from CDC FluView)
North Carolina,NC,2016,7,2016W07,3.12333,3.12333,201740,2017-10-24,48,13095,409,Delphi Epidata fluview (sourced from CDC FluView)
North Dakota,ND,2016,7,2016W07,1.57195,1.57195,201740,2017-10-24,7,827,13,Delphi Epidata fluview (sourced from CDC FluView)
Nebraska,NE,2016,7,2016W07,0.699097,0.699097,201740,2017-10-24,17,3433,24,Delphi Epidata fluview (sourced from CDC FluView)
New Hampshire,NH,2016,7,2016W07,0.655165,0.655165,201740,2017-10-24,21,4579,30,Delphi Epidata fluview (sourced from CDC FluView)
New Jersey,NJ,2016,7,2016W07,3.01218,3.01218,201740,2017-10-24,17,4681,141,Delphi Epidata fluview (sourced from CDC FluView)
New Mexico,NM,2016,7,2016W07,4.09926,4.09926,201740,2017-10-24,25,13661,560,Delphi Epidata fluview (sourced from CDC FluView)
Nevada,NV,2016,7,2016W07,2.24189,2.24189,201740,2017-10-24,22,13783,309,Delphi Epidata fluview (sourced from CDC FluView)
New York,NY,2016,7,2016W07,3.133312294305938,3.133312294305938,201740,,168,110905,3475,Delphi Epidata fluview (sourced from CDC FluView)
Ohio,OH,2016,7,2016W07,1.44145,1.44145,201740,2017-10-24,66,17413,251,Delphi Epidata fluview (sourced from CDC FluView)
Oklahoma,OK,2016,7,2016W07,3.59483,3.59483,201740,2017-10-24,24,5953,214,Delphi Epidata fluview (sourced from CDC FluView)
Oregon,OR,2016,7,2016W07,2.81959,2.81959,201740,2017-10-24,15,4717,133,Delphi Epidata fluview (sourced from CDC FluView)
Pennsylvania,PA,2016,7,2016W07,2.02913,2.02913,201740,2017-10-24,57,14489,294,Delphi Epidata fluview (sourced from CDC FluView)
Rhode Island,RI,2016,7,2016W07,1.36986,1.36986,201740,2017-10-24,17,5183,71,Delphi Epidata fluview (sourced from CDC FluView)
South Carolina,SC,2016,7,2016W07,1.99443,1.99443,201740,2017-10-24,12,4312,86,Delphi Epidata fluview (sourced from CDC FluView)
South Dakota,SD,2016,7,2016W07,2.56379,2.56379,201740,2017-10-24,33,8191,210,Delphi Epidata fluview (sourced from CDC FluView)
Tennessee,TN,2016,7,2016W07,3.11609,3.11609,201740,2017-10-24,51,9114,284,Delphi Epidata fluview (sourced from CDC FluView)
Texas,TX,2016,7,2016W07,6.36256,6.36256,201740,2017-10-24,120,31984,2035,Delphi Epidata fluview (sourced from CDC FluView)
Utah,UT,2016,7,2016W07,4.09285,4.09285,201740,2017-10-24,42,21110,864,Delphi Epidata fluview (sourced from CDC FluView)
Virginia,VA,2016,7,2016W07,2.32802,2.32802,201740,2017-10-24,138,89776,2090,Delphi Epidata fluview (sourced from CDC FluView)
Vermont,VT,2016,7,2016W07,2.73022,2.73022,201740,2017-10-24,9,2161,59,Delphi Epidata fluview (sourced from CDC FluView)
Washington,WA,2016,7,2016W07,2.35294,2.35294,201740,2017-10-24,44,5100,120,Delphi Epidata fluview (sourced from CDC FluView)
Wisconsin,WI,2016,7,2016W07,2.16718,2.16718,201740,2017-10-24,25,6460,140,Delphi Epidata fluview (sourced from CDC FluView)
West Virginia,WV,2016,7,2016W07,1.74266,1.74266,201740,2017-10-24,50,16010,279,Delphi Epidata fluview (sourced from CDC FluView)
Wyoming,WY,2016,7,2016W07,1.67118,1.67118,201740,2017-10-24,20,4428,74,Delphi Epidata fluview (sourced from CDC FluView)
Alaska,AK,2016,8,2016W08,1.99413,1.99413,201740,2017-10-24,7,1705,34,Delphi Epidata fluview (sourced from CDC FluView)
Alabama,AL,2016,8,2016W08,4.39855,4.39855,201740,2017-10-24,23,11572,509,Delphi Epidata fluview (sourced from CDC FluView)
Arkansas,AR,2016,8,2016W08,3.17365,3.17365,201740,2017-10-24,12,5010,159,Delphi Epidata fluview (sourced from CDC FluView)
Arizona,AZ,2016,8,2016W08,5.38213,5.38213,201740,2017-10-24,49,21943,1181,Delphi Epidata fluview (sourced from CDC FluView)
California,CA,2016,8,2016W08,3.73143,3.73143,201740,2017-10-24,147,49820,1859,Delphi Epidata fluview (sourced from CDC FluView)
Colorado,CO,2016,8,2016W08,1.58921,1.58921,201740,2017-10-24,7,4153,66,Delphi Epidata fluview (sourced from CDC FluView)
Connecticut,CT,2016,8,2016W08,3.7826,3.7826,201740,2017-10-24,16,5023,190,Delphi Epidata fluview (sourced from CDC FluView)
District of Columbia,DC,2016,8,2016W08,7.911,7.911,201740,2017-10-24,2,2427,192,Delphi Epidata fluview (sourced from CDC FluView)
Delaware,DE,2016,8,2016W08,0.658307,0.658307,201740,2017-10-24,13,3190,21,Delphi Epidata fluview (sourced from CDC FluView)
Georgia,GA,2016,8,2016W08,2.60638,2.60638,201740,2017-10-24,33,40094,1045,Delphi Epidata fluview (sourced from CDC FluView)
Hawaii,HI,2016,8,2016W08,5.57043,5.57043,201740,2017-10-24,15,1867,104,Delphi Epidata fluview (sourced from CDC FluView)
Iowa,IA,2016,8,2016W08,1.35017,1.35017,201740,2017-10-24,9,2296,31,Delphi Epidata fluview (sourced from CDC FluView)
Idaho,ID,2016,8,2016W08,1.46189,1.46189,201740,2017-10-24,8,2873,42,Delphi Epidata fluview (sourced from CDC FluView)
Illinois,IL,2016,8,2016W08,3.88773,3.88773,201740,2017-10-24,81,51161,1989,Delphi Epidata fluview (sourced from CDC FluView)
Indiana,IN,2016,8,2016W08,2.7492,2.7492,201740,2017-10-24,29,6220,171,Delphi Epidata fluview (sourced from CDC FluView)
Kansas,KS,2016,8,2016W08,2.40447,2.40447,201740,2017-10-24,30,7694,185,Delphi Epidata fluview (sourced from CDC FluView)
Kentucky,KY,2016,8,2016W08,2.34549,2.34549,201740,2017-10-24,38,22426,526,Delphi Epidata fluview (sourced from CDC FluView)
Massachusetts,MA,2016,8,2016W08,1.57617,1.57617,201740,2017-10-24,42,24236,382,Delphi Epidata fluview (sourced from CDC FluView)
Maryland,MD,2016,8,2016W08,3.16991,3.16991,201740,2017-10-24,26,7445,236,Delphi Epidata fluview (sourced from CDC FluView)
