REGION,REGION_ABBR,YEAR,WEEK,EPIWEEK,% WEIGHTED ILI,% UNWEIGHTED ILI,ISSUE,RELEASE_DATE,NUM_PROVIDERS,NUM_PATIENTS,NUM_ILI,SOURCE
Vermont,VT,2018,29,2018W29,1.42857,1.42857,201939,2019-10-04,4,1050,15,Delphi Epidata fluview (sourced from CDC FluView)
Washington,WA,2018,29,2018W29,0.225677,0.225677,201939,2019-10-04,36,3988,9,Delphi Epidata fluview (sourced from CDC FluView)
Wisconsin,WI,2018,29,2018W29,0.389105,0.389105,201939,2019-10-04,18,2570,10,Delphi Epidata fluview (sourced from CDC FluView)
West Virginia,WV,2018,29,2018W29,0.127755,0.127755,201939,2019-10-04,23,6262,8,Delphi Epidata fluview (sourced from CDC FluView)
Wyoming,WY,2018,29,2018W29,0.397483,0.397483,201939,2019-10-04,14,3019,12,Delphi Epidata fluview (sourced from CDC FluView)
Alaska,AK,2018,30,2018W30,1.3363,1.3363,201939,2019-10-04,15,4490,60,Delphi Epidata fluview (sourced from CDC FluView)
Alabama,AL,2018,30,2018W30,0.61808,0.61808,201939,2019-10-04,77,34138,211,Delphi Epidata fluview (sourced from CDC FluView)
Arkansas,AR,2018,30,2018W30,0.448934,0.448934,201939,2019-10-04,7,1782,8,Delphi Epidata fluview (sourced from CDC FluView)
Arizona,AZ,2018,30,2018W30,1.72563,1.72563,201939,2019-10-04,43,15067,260,Delphi Epidata fluview (sourced from CDC FluView)
California,CA,2018,30,2018W30,0.946458,0.946458,201939,2019-10-04,90,40361,382,Delphi Epidata fluview (sourced from CDC FluView)
Colorado,CO,2018,30,2018W30,0.159526,0.159526,201939,2019-10-04,41,21940,35,Delphi Epidata fluview (sourced from CDC FluView)
Connecticut,CT,2018,30,2018W30,0.339559,0.339559,201939,2019-10-04,4,589,2,Delphi Epidata fluview (sourced from CDC FluView)
District of Columbia,DC,2018,30,2018W30,1.03181,1.03181,201939,2019-10-04,4,12890,133,Delphi Epidata fluview (sourced from CDC FluView)
Delaware,DE,2018,30,2018W30,0.131868,0.131868,201939,2019-10-04,10,2275,3,Delphi Epidata fluview (sourced from CDC FluView)
Georgia,GA,2018,30,2018W30,1.09775,1.09775,201939,2019-10-04,43,40173,441,Delphi Epidata fluview (sourced from CDC FluView)
Hawaii,HI,2018,30,2018W30,0.909091,0.909091,201939,2019-10-04,14,990,9,Delphi Epidata fluview (sourced from CDC FluView)
Iowa,IA,2018,30,2018W30,0.0765111,0.0765111,201939,2019-10-04,7,1307,1,Delphi Epidata fluview (sourced from CDC FluView)
Idaho,ID,2018,30,2018W30,0.322581,0.322581,201939,2019-10-04,2,310,1,Delphi Epidata fluview (sourced from CDC FluView)
Illinois,IL,2018,30,2018W30,0.458395,0.458395,201939,2019-10-04,60,35777,164,Delphi Epidata fluview (sourced from CDC FluView)
Indiana,IN,2018,30,2018W30,0.742881,0.742881,201939,2019-10-04,16,2423,18,Delphi Epidata fluview (sourced from CDC FluView)
Kansas,KS,2018,30,2018W30,0.074184,0.074184,201939,2019-10-04,7,1348,1,Delphi Epidata fluview (sourced from CDC FluView)
Kentucky,KY,2018,30,2018W30,0.226317,0.226317,201939,2019-10-04,9,6186,14,Delphi Epidata fluview (sourced from CDC FluView)
Louisiana,LA,2018,30,2018W30,1.30786,1.30786,201939,2019-10-04,89,48782,638,Delphi Epidata fluview (sourced from CDC FluView)
Massachusetts,MA,2018,30,2018W30,0.667453,0.667453,201939,2019-10-04,28,29665,198,Delphi Epidata fluview (sourced from CDC FluView)
Maryland,MD,2018,30,2018W30,0.45719,0.45719,201939,2019-10-04,14,4812,22,Delphi Epidata fluview (sourced from CDC FluView)
Maine,ME,2018,30,2018W30,0.0878477,0.0878477,201939,2019-10-04,18,3415,3,Delphi Epidata fluview (sourced from CDC FluView)
Michigan,MI,2018,30,2018W30,0.39804,0.39804,201939,2019-10-04,67,16330,65,Delphi Epidata fluview (sourced from CDC FluView)
Minnesota,MN,2018,30,2018W30,0.633762,0.633762,201939,2019-10-04,15,5207,33,Delphi Epidata fluview (sourced from CDC FluView)
Missouri,MO,2018,30,2018W30,0.04914,0.04914,201939,2019-10-04,15,2035,1,Delphi Epidata fluview (sourced from CDC FluView)
Mississippi,MS,2018,30,2018W30,1.14843,1.14843,201939,2019-10-04,44,17241,198,Delphi Epidata fluview (sourced from CDC FluView)
Montana,MT,2018,30,2018W30,0.0,0.0,201939,2019-10-04,4,1969,0,Delphi Epidata fluview (sourced from CDC FluView)
North Carolina,NC,2018,30,2018W30,0.23595,0.23595,201939,2019-10-04,15,4662,11,Delphi Epidata fluview (sourced from CDC FluView)
North Dakota,ND,2018,30,2018W30,0.163399,0.163399,201939,2019-10-04,3,612,1,Delphi Epidata fluview (sourced from CDC FluView)
Nebraska,NE,2018,30,2018W30,0.573643,0.573643,201939,2019-10-04,41,6450,37,Delphi Epidata fluview (sourced from CDC FluView)
New Hampshire,NH,2018,30,2018W30,0.60015,0.60015,201939,2019-10-04,12,1333,8,Delphi Epidata fluview (sourced from CDC FluView)
New Jersey,NJ,2018,30,2018W30,1.13838,1.13838,201939,2019-10-04,37,25299,288,Delphi Epidata fluview (sourced from CDC FluView)
New Mexico,NM,2018,30,2018W30,0.871948,0.871948,201939,2019-10-04,12,4014,35,Delphi Epidata fluview (sourced from CDC FluView)
Nevada,NV,2018,30,2018W30,0.334865,0.334865,201939,2019-10-04,30,15230,51,Delphi Epidata fluview (sourced from CDC FluView)
New York,NY,2018,30,2018W30,0.8179057694191401,0.8179057694191401,201939,,103,102090,835,Delphi Epidata fluview (sourced from CDC FluView)
Ohio,OH,2018,30,2018W30,0.314597,0.314597,201939,2019-10-04,27,9536,30,Delphi Epidata fluview (sourced from CDC FluView)
Oklahoma,OK,2018,30,2018W30,0.252343,0.252343,201939,2019-10-04,11,2774,7,Delphi Epidata fluview (sourced from CDC FluView)
Oregon,OR,2018,30,2018W30,0.349108,0.349108,201939,2019-10-04,73,33514,117,Delphi Epidata fluview (sourced from CDC FluView)
Pennsylvania,PA,2018,30,2018W30,0.34642,0.34642,201939,2019-10-04,131,48496,168,Delphi Epidata fluview (sourced from CDC FluView)
Rhode Island,RI,2018,30,2018W30,0.0261986,0.0261986,201939,2019-10-04,23,3817,1,Delphi Epidata fluview (sourced from CDC FluView)
South Carolina,SC,2018,30,2018W30,0.426136,0.426136,201939,2019-10-04,9,2816,12,Delphi Epidata fluview (sourced from CDC FluView)
South Dakota,SD,2018,30,2018W30,0.643294,0.643294,201939,2019-10-04,23,6218,40,Delphi Epidata fluview (sourced from CDC FluView)
Tennessee,TN,2018,30,2018W30,0.34558,0.34558,201939,2019-10-04,48,5498,19,Delphi Epidata fluview (sourced from CDC FluView)
Texas,TX,2018,30,2018W30,1.02062,1.02062,201939,2019-10-04,90,19302,197,Delphi Epidata fluview (sourced from CDC FluView)
Utah,UT,2018,30,2018W30,0.0630543,0.0630543,201939,2019-10-04,47,49164,31,Delphi Epidata fluview (sourced from CDC FluView)
Virginia,VA,2018,30,2018W30,0.683917,0.683917,201939,2019-10-04,111,78957,540,Delphi Epidata fluview (sourced from CDC FluView)
Vermont,VT,2018,30,2018W30,1.1396,1.1396,201939,2019-10-04,4,702,8,Delphi Epidata fluview (sourced from CDC FluView)
Washington,WA,2018,30,2018W30,0.288714,0.288714,201939,2019-10-04,36,3810,11,Delphi Epidata fluview (sourced from CDC FluView)
Wisconsin,WI,2018,30,2018W30,0.236072,0.236072,201939,2019-10-04,17,2118,5,Delphi Epidata fluview (sourced from CDC FluView)
West Virginia,WV,2018,30,2018W30,0.0848656,0.0848656,201939,2019-10-04,24,7070,6,Delphi Epidata fluview (sourced from CDC FluView)
Wyoming,WY,2018,30,2018W30,0.302216,0.302216,201939,2019-10-04,14,2978,9,Delphi Epidata fluview (sourced from CDC FluView)
Alaska,AK,2018,31,2018W31,1.44396,1.44396,201939,2019-10-04,15,4363,63,Delphi Epidata fluview (sourced from CDC FluView)
Alabama,AL,2018,31,2018W31,0.64822,0.64822,201939,2019-10-04,75,35019,227,Delphi Epidata fluview (sourced from CDC FluView)
Arkansas,AR,2018,31,2018W31,0.542373,0.542373,201939,2019-10-04,6,1475,8,Delphi Epidata fluview (sourced from CDC FluView)
Arizona,AZ,2018,31,2018W31,1.32218,1.32218,201939,2019-10-04,36,12555,166,Delphi Epidata fluview (sourced from CDC FluView)
California,CA,2018,31,2018W31,0.942208,0.942208,201939,2019-10-04,82,39694,374,Delphi Epidata fluview (sourced from CDC FluView)
Colorado,CO,2018,31,2018W31,0.192141,0.192141,201939,2019-10-04,40,20818,40,Delphi Epidata fluview (sourced from CDC FluView)
Connecticut,CT,2018,31,2018W31,0.0,0.0,201939,2019-10-04,4,697,0,Delphi Epidata fluview (sourced from CDC FluView)
District of Columbia,DC,2018,31,2018W31,0.868696,0.868696,201939,2019-10-04,4,13008,113,Delphi Epidata fluview (sourced from CDC FluView)
Delaware,DE,2018,31,2018W31,0.0,0.0,201939,2019-10-04,10,2212,0,Delphi Epidata fluview (sourced from CDC FluView)
Georgia,GA,2018,31,2018W31,0.983631,0.983631,201939,2019-10-04,45,39649,390,Delphi Epidata fluview (sourced from CDC FluView)
Hawaii,HI,2018,31,2018W31,0.40858,0.40858,201939,2019-10-04,14,979,4,Delphi Epidata fluview (sourced from CDC FluView)
Iowa,IA,2018,31,2018W31,0.062383,0.062383,201939,2019-10-04,7,1603,1,Delphi Epidata fluview (sourced from CDC FluView)
Idaho,ID,2018,31,2018W31,0.0,0.0,201939,2019-10-04,1,82,0,Delphi Epidata fluview (sourced from CDC FluView)
Illinois,IL,2018,31,2018W31,0.506873,0.506873,201939,2019-10-04,58,34920,177,Delphi Epidata fluview (sourced from CDC FluView)
Indiana,IN,2018,31,2018W31,0.626468,0.626468,201939,2019-10-04,16,2554,16,Delphi Epidata fluview (sourced from CDC FluView)
Kansas,KS,2018,31,2018W31,0.115473,0.115473,201939,2019-10-04,6,866,1,Delphi Epidata fluview (sourced from CDC FluView)
Kentucky,KY,2018,31,2018W31,0.04649,0.04649,201939,2019-10-04,8,4302,2,Delphi Epidata fluview (sourced from CDC FluView)
Louisiana,LA,2018,31,2018W31,1.40713,1.40713,201939,2019-10-04,89,46762,658,Delphi Epidata fluview (sourced from CDC FluView)
Massachusetts,MA,2018,31,2018W31,0.564083,0.564083,201939,2019-10-04,29,29251,165,Delphi Epidata fluview (sourced from CDC FluView)
Maryland,MD,2018,31,2018W31,0.445198,0.445198,201939,2019-10-04,14,4717,21,Delphi Epidata fluview (sourced from CDC FluView)
Maine,ME,2018,31,2018W31,0.0734035,0.0734035,201939,2019-10-04,19,4087,3,Delphi Epidata fluview (sourced from CDC FluView)
Michigan,MI,2018,31,2018W31,0.508406,0.508406,201939,2019-10-04,62,14752,75,Delphi Epidata fluview (sourced from CDC FluView)
Minnesota,MN,2018,31,2018W31,0.904243,0.904243,201939,2019-10-04,14,4313,39,Delphi Epidata fluview (sourced from CDC FluView)
Missouri,MO,2018,31,2018W31,0.100959,0.100959,201939,2019-10-04,15,1981,2,Delphi Epidata fluview (sourced from CDC FluView)
Mississippi,MS,2018,31,2018W31,1.05817,1.05817,201939,2019-10-04,41,15593,165,Delphi Epidata fluview (sourced from CDC FluView)
Montana,MT,2018,31,2018W31,0.0,0.0,201939,2019-10-04,3,1736,0,Delphi Epidata fluview (sourced from CDC FluView)
North Carolina,NC,2018,31,2018W31,0.164339,0.164339,201939,2019-10-04,16,4868,8,Delphi Epidata fluview (sourced from CDC FluView)
North Dakota,ND,2018,31,2018W31,0.132979,0.132979,201939,2019-10-04,5,752,1,Delphi Epidata fluview (sourced from CDC FluView)
Nebraska,NE,2018,31,2018W31,0.544239,0.544239,201939,2019-10-04,40,6431,35,Delphi Epidata fluview (sourced from CDC FluView)
New Hampshire,NH,2018,31,2018W31,1.17555,1.17555,201939,2019-10-04,11,1276,15,Delphi Epidata fluview (sourced from CDC FluView)
New Jersey,NJ,2018,31,2018W31,1.11922,1.11922,201939,2019-10-04,35,24928,279,Delphi Epidata fluview (sourced from CDC FluView)
New Mexico,NM,2018,31,2018W31,0.991724,0.991724,201939,2019-10-04,30,14016,139,Delphi Epidata fluview (sourced from CDC FluView)
Nevada,NV,2018,31,2018W31,0.265903,0.265903,201939,2019-10-04,30,14667,39,Delphi Epidata fluview (sourced from CDC FluView)
New York,NY,2018,31,2018W31,0.8909863324426673,0.8909863324426673,201939,,102,104042,927,Delphi Epidata fluview (sourced from CDC FluView)
Ohio,OH,2018,31,2018W31,0.577265,0.577265,201939,2019-10-04,25,9008,52,Delphi Epidata fluview (sourced from CDC FluView)
Oklahoma,OK,2018,31,2018W31,0.321314,0.321314,201939,2019-10-04,11,2801,9,Delphi Epidata fluview (sourced from CDC FluView)
Oregon,OR,2018,31,2018W31,0.298632,0.298632,201939,2019-10-04,72,33486,100,Delphi Epidata fluview (sourced from CDC FluView)
Pennsylvania,PA,2018,31,2018W31,0.421819,0.421819,201939,2019-10-04,134,48599,205,Delphi Epidata fluview (sourced from CDC FluView)
Rhode Island,RI,2018,31,2018W31,0.0522466,0.0522466,201939,2019-10-04,23,3828,2,Delphi Epidata fluview (sourced from CDC FluView)
South Carolina,SC,2018,31,2018W31,0.351101,0.351101,201939,2019-10-04,9,3133,11,Delphi Epidata fluview (sourced from CDC FluView)
South Dakota,SD,2018,31,2018W31,0.280811,0.280811,201939,2019-10-04,23,6410,18,Delphi Epidata fluview (sourced from CDC FluView)
Tennessee,TN,2018,31,2018W31,0.189717,0.189717,201939,2019-10-04,46,5271,10,Delphi Epidata fluview (sourced from CDC FluView)
Texas,TX,2018,31,2018W31,1.05115,1.05115,201939,2019-10-04,90,19883,209,Delphi Epidata fluview (sourced from CDC FluView)
Utah,UT,2018,31,2018W31,0.177218,0.177218,201939,2019-10-04,46,61506,109,Delphi Epidata fluview (sourced from CDC FluView)
Virginia,VA,2018,31,2018W31,0.653345,0.653345,201939,2019-10-04,110,80968,529,Delphi Epidata fluview (sourced from CDC FluView)
Vermont,VT,2018,31,2018W31,1.43541,1.43541,201939,2019-10-04,5,1045,15,Delphi Epidata fluview (sourced from CDC FluView)
Washington,WA,2018,31,2018W31,0.134553,0.134553,201939,2019-10-04,36,3716,5,Delphi Epidata fluview (sourced from CDC FluView)
Wisconsin,WI,2018,31,2018W31,0.131464,0.131464,201939,2019-10-04,17,2282,3,Delphi Epidata fluview (sourced from CDC FluView)
West Virginia,WV,2018,31,2018W31,0.164843,0.164843,201939,2019-10-04,23,6673,11,Delphi Epidata fluview (sourced from CDC FluView)
Wyoming,WY,2018,31,2018W31,0.661521,0.661521,201939,2019-10-04,13,2721,18,Delphi Epidata fluview (sourced from CDC FluView)
Alaska,AK,2018,32,2018W32,1.48837,1.48837,201939,2019-10-04,15,4300,64,Delphi Epidata fluview (sourced from CDC FluView)
Alabama,AL,2018,32,2018W32,0.651766,0.651766,201939,2019-10-04,76,34675,226,Delphi Epidata fluview (sourced from CDC FluView)
Arkansas,AR,2018,32,2018W32,0.759631,0.759631,201939,2019-10-04,7,1843,14,Delphi Epidata fluview (sourced from CDC FluView)
Arizona,AZ,2018,32,2018W32,1.68249,1.68249,201939,2019-10-04,43,15275,257,Delphi Epidata fluview (sourced from CDC FluView)
California,CA,2018,32,2018W32,0.954801,0.954801,201939,2019-10-04,87,40532,387,Delphi Epidata fluview (sourced from CDC FluView)
Colorado,CO,2018,32,2018W32,0.182083,0.182083,201939,2019-10-04,41,21968,40,Delphi Epidata fluview (sourced from CDC FluView)
Connecticut,CT,2018,32,2018W32,1.3089,1.3089,201939,2019-10-04,4,764,10,Delphi Epidata fluview (sourced from CDC FluView)
District of Columbia,DC,2018,32,2018W32,0.972733,0.972733,201939,2019-10-04,4,13056,127,Delphi Epidata fluview (sourced from CDC FluView)
Delaware,DE,2018,32,2018W32,0.0,0.0,201939,2019-10-04,10,2186,0,Delphi Epidata fluview (sourced from CDC FluView)
Georgia,GA,2018,32,2018W32,1.14223,1.14223,201939,2019-10-04,45,40710,465,Delphi Epidata fluview (sourced from CDC FluView)
Hawaii,HI,2018,32,2018W32,0.838926,0.838926,201939,2019-10-04,14,1192,10,Delphi Epidata fluview (sourced from CDC FluView)
Iowa,IA,2018,32,2018W32,0.114778,0.114778,201939,2019-10-04,13,3485,4,Delphi Epidata fluview (sourced from CDC FluView)
Idaho,ID,2018,32,2018W32,0.0,0.0,201939,2019-10-04,1,73,0,Delphi Epidata fluview (sourced from CDC FluView)
Illinois,IL,2018,32,2018W32,0.441259,0.441259,201939,2019-10-04,58,35580,157,Delphi Epidata fluview (sourced from CDC FluView)
Indiana,IN,2018,32,2018W32,1.19002,1.19002,201939,2019-10-04,16,2605,31,Delphi Epidata fluview (sourced from CDC FluView)
Kansas,KS,2018,32,2018W32,0.102354,0.102354,201939,2019-10-04,6,977,1,Delphi Epidata fluview (sourced from CDC FluView)
Kentucky,KY,2018,32,2018W32,0.232481,0.232481,201939,2019-10-04,7,6022,14,Delphi Epidata fluview (sourced from CDC FluView)
Louisiana,LA,2018,32,2018W32,1.31079,1.31079,201939,2019-10-04,90,47071,617,Delphi Epidata fluview (sourced from CDC FluView)
Massachusetts,MA,2018,32,2018W32,0.655524,0.655524,201939,2019-10-04,28,29137,191,Delphi Epidata fluview (sourced from CDC FluView)
Maryland,MD,2018,32,2018W32,0.610874,0.610874,201939,2019-10-04,12,3274,20,Delphi Epidata fluview (sourced from CDC FluView)
Maine,ME,2018,32,2018W32,0.045861,0.045861,201939,2019-10-04,19,4361,2,Delphi Epidata fluview (sourced from CDC FluView)
Michigan,MI,2018,32,2018W32,0.298011,0.298011,201939,2019-10-04,59,14429,43,Delphi Epidata fluview (sourced from CDC FluView)
Minnesota,MN,2018,32,2018W32,0.095057,0.095057,201939,2019-10-04,9,2104,2,Delphi Epidata fluview (sourced from CDC FluView)
Missouri,MO,2018,32,2018W32,0.149328,0.149328,201939,2019-10-04,15,2009,3,Delphi Epidata fluview (sourced from CDC FluView)
Mississippi,MS,2018,32,2018W32,1.10771,1.10771,201939,2019-10-04,44,12097,134,Delphi Epidata fluview (sourced from CDC FluView)
Montana,MT,2018,32,2018W32,0.0,0.0,201939,2019-10-04,3,1791,0,Delphi Epidata fluview (sourced from CDC FluView)
North Carolina,NC,2018,32,2018W32,0.0442968,0.0442968,201939,2019-10-04,13,4515,2,Delphi Epidata fluview (sourced from CDC FluView)
North Dakota,ND,2018,32,2018W32,0.0,0.0,201939,2019-10-04,2,420,0,Delphi Epidata fluview (sourced from CDC FluView)
Nebraska,NE,2018,32,2018W32,1.21916,1.21916,201939,2019-10-04,40,6972,85,Delphi Epidata fluview (sourced from CDC FluView)
New Hampshire,NH,2018,32,2018W32,0.773395,0.773395,201939,2019-10-04,12,1293,10,Delphi Epidata fluview (sourced from CDC FluView)
New Jersey,NJ,2018,32,2018W32,1.20482,1.20482,201939,2019-10-04,31,25232,304,Delphi Epidata fluview (sourced from CDC FluView)
New Mexico,NM,2018,32,2018W32,1.10102,1.10102,201939,2019-10-04,32,12988,143,Delphi Epidata fluview (sourced from CDC FluView)
Nevada,NV,2018,32,2018W32,0.223608,0.223608,201939,2019-10-04,29,14758,33,Delphi Epidata fluview (sourced from CDC FluView)
New York,NY,2018,32,2018W32,0.9376460600742105,0.9376460600742105,201939,,102,104837,983,Delphi Epidata fluview (sourced from CDC FluView)
Ohio,OH,2018,32,2018W32,0.547945,0.547945,201939,2019-10-04,25,9125,50,Delphi Epidata fluview (sourced from CDC FluView)
Oklahoma,OK,2018,32,2018W32,0.576844,0.576844,201939,2019-10-04,14,4854,28,Delphi Epidata fluview (sourced from CDC FluView)
Oregon,OR,2018,32,2018W32,0.38562,0.38562,201939,2019-10-04,73,32934,127,Delphi Epidata fluview (sourced from CDC FluView)
Pennsylvania,PA,2018,32,2018W32,0.36568,0.36568,201939,2019-10-04,130,47856,175,Delphi Epidata fluview (sourced from CDC FluView)
Rhode Island,RI,2018,32,2018W32,0.0942507,0.0942507,201939,2019-10-04,21,3183,3,Delphi Epidata fluview (sourced from CDC FluView)
South Carolina,SC,2018,32,2018W32,0.307031,0.307031,201939,2019-10-04,9,3257,10,Delphi Epidata fluview (sourced from CDC FluView)
South Dakota,SD,2018,32,2018W32,0.495841,0.495841,201939,2019-10-04,23,6252,31,Delphi Epidata fluview (sourced from CDC FluView)
Tennessee,TN,2018,32,2018W32,0.324383,0.324383,201939,2019-10-04,48,5549,18,Delphi Epidata fluview (sourced from CDC FluView)
Texas,TX,2018,32,2018W32,1.31634,1.31634,201939,2019-10-04,52,11851,156,Delphi Epidata fluview (sourced from CDC FluView)
Utah,UT,2018,32,2018W32,0.394566,0.394566,201939,2019-10-04,51,44606,176,Delphi Epidata fluview (sourced from CDC FluView)
Virginia,VA,2018,32,2018W32,0.631338,0.631338,201939,2019-10-04,109,82840,523,Delphi Epidata fluview (sourced from CDC FluView)
Vermont,VT,2018,32,2018W32,1.64093,1.64093,201939,2019-10-04,5,1036,17,Delphi Epidata fluview (sourced from CDC FluView)
Washington,WA,2018,32,2018W32,0.261694,0.261694,201939,2019-10-04,32,3057,8,Delphi Epidata fluview (sourced from CDC FluView)
Wisconsin,WI,2018,32,2018W32,0.223015,0.223015,201939,2019-10-04,17,2242,5,Delphi Epidata fluview (sourced from CDC FluView)
West Virginia,WV,2018,32,2018W32,0.0645494,0.0645494,201939,2019-10-04,25,7746,5,Delphi Epidata fluview (sourced from CDC FluView)
Wyoming,WY,2018,32,2018W32,0.555997,0.555997,201939,2019-10-04,13,2518,14,Delphi Epidata fluview (sourced from CDC FluView)
Alaska,AK,2018,33,2018W33,1.88111,1.88111,201939,2019-10-04,14,3987,75,Delphi Epidata fluview (sourced from CDC FluView)
Alabama,AL,2018,33,2018W33,0.894793,0.894793,201939,2019-10-04,75,36433,326,Delphi Epidata fluview (sourced from CDC FluView)
Arkansas,AR,2018,33,2018W33,0.513479,0.513479,201939,2019-10-04,6,1558,8,Delphi Epidata fluview (sourced from CDC FluView)
Arizona,AZ,2018,33,2018W33,1.66342,1.66342,201939,2019-10-04,35,13346,222,Delphi Epidata fluview (sourced from CDC FluView)
California,CA,2018,33,2018W33,0.947351,0.947351,201939,2019-10-04,84,41273,391,Delphi Epidata fluview (sourced from CDC FluView)
Colorado,CO,2018,33,2018W33,0.202891,0.202891,201939,2019-10-04,41,23658,48,Delphi Epidata fluview (sourced from CDC FluView)
Connecticut,CT,2018,33,2018W33,0.281294,0.281294,201939,2019-10-04,4,711,2,Delphi Epidata fluview (sourced from CDC FluView)
District of Columbia,DC,2018,33,2018W33,1.09916,1.09916,201939,2019-10-04,4,12919,142,Delphi Epidata fluview (sourced from CDC FluView)
Delaware,DE,2018,33,2018W33,0.0,0.0,201939,2019-10-04,10,2314,0,Delphi Epidata fluview (sourced from CDC FluView)
Georgia,GA,2018,33,2018W33,1.68312,1.68312,201939,2019-10-04,45,42243,711,Delphi Epidata fluview (sourced from CDC FluView)
Hawaii,HI,2018,33,2018W33,0.568182,0.568182,201939,2019-10-04,14,1232,7,Delphi Epidata fluview (sourced from CDC FluView)
Iowa,IA,2018,33,2018W33,0.205997,0.205997,201939,2019-10-04,14,4369,9,Delphi Epidata fluview (sourced from CDC FluView)
Idaho,ID,2018,33,2018W33,0.0,0.0,201939,2019-10-04,1,70,0,Delphi Epidata fluview (sourced from CDC FluView)
Illinois,IL,2018,33,2018W33,0.475835,0.475835,201939,2019-10-04,58,36147,172,Delphi Epidata fluview (sourced from CDC FluView)
Indiana,IN,2018,33,2018W33,1.05878,1.05878,201939,2019-10-04,16,2739,29,Delphi Epidata fluview (sourced from CDC FluView)
Kansas,KS,2018,33,2018W33,0.0,0.0,201939,2019-10-04,8,1809,0,Delphi Epidata fluview (sourced from CDC FluView)
Kentucky,KY,2018,33,2018W33,0.354724,0.354724,201939,2019-10-04,9,6202,22,Delphi Epidata fluview (sourced from CDC FluView)
Louisiana,LA,2018,33,2018W33,1.42011,1.42011,201939,2019-10-04,91,50137,712,Delphi Epidata fluview (sourced from CDC FluView)
Massachusetts,MA,2018,33,2018W33,0.689191,0.689191,201939,2019-10-04,29,29745,205,Delphi Epidata fluview (sourced from CDC FluView)
Maryland,MD,2018,33,2018W33,0.548341,0.548341,201939,2019-10-04,13,3465,19,Delphi Epidata fluview (sourced from CDC FluView)
Maine,ME,2018,33,2018W33,0.0700444,0.0700444,201939,2019-10-04,19,4283,3,Delphi Epidata fluview (sourced from CDC FluView)
Michigan,MI,2018,33,2018W33,0.394685,0.394685,201939,2019-10-04,60,15202,60,Delphi Epidata fluview (sourced from CDC FluView)
Minnesota,MN,2018,33,2018W33,0.304136,0.304136,201939,2019-10-04,8,1644,5,Delphi Epidata fluview (sourced from CDC FluView)
Missouri,MO,2018,33,2018W33,0.125209,0.125209,201939,2019-10-04,14,2396,3,Delphi Epidata fluview (sourced from CDC FluView)
Mississippi,MS,2018,33,2018W33,1.54768,1.54768,201939,2019-10-04,42,16024,248,Delphi Epidata fluview (sourced from CDC FluView)
Montana,MT,2018,33,2018W33,0.0,0.0,201939,2019-10-04,3,1899,0,Delphi Epidata fluview (sourced from CDC FluView)
North Carolina,NC,2018,33,2018W33,0.258509,0.258509,201939,2019-10-04,14,4642,12,Delphi Epidata fluview (sourced from CDC FluView)
North Dakota,ND,2018,33,2018W33,0.0,0.0,201939,2019-10-04,4,335,0,Delphi Epidata fluview (sourced from CDC FluView)
Nebraska,NE,2018,33,2018W33,1.09091,1.09091,201939,2019-10-04,40,4950,54,Delphi Epidata fluview (sourced from CDC FluView)
New Hampshire,NH,2018,33,2018W33,0.938233,0.938233,201939,2019-10-04,12,1279,12,Delphi Epidata fluview (sourced from CDC FluView)
New Jersey,NJ,2018,33,2018W33,1.34763,1.34763,201939,2019-10-04,35,23597,318,Delphi Epidata fluview (sourced from CDC FluView)
New Mexico,NM,2018,33,2018W33,1.34678,1.34678,201939,2019-10-04,31,12994,175,Delphi Epidata fluview (sourced from CDC FluView)
Nevada,NV,2018,33,2018W33,0.268597,0.268597,201939,2019-10-04,29,13403,36,Delphi Epidata fluview (sourced from CDC FluView)
New York,NY,2018,33,2018W33,0.9382038977573205,0.9382038977573205,201939,,96,102110,958,Delphi Epidata fluview (sourced from CDC FluView)
Ohio,OH,2018,33,2018W33,0.564676,0.564676,201939,2019-10-04,26,9563,54,Delphi Epidata fluview (sourced from CDC FluView)
Oklahoma,OK,2018,33,2018W33,0.72095,0.72095,201939,2019-10-04,13,4716,34,Delphi Epidata fluview (sourced from CDC FluView)
Oregon,OR,2018,33,2018W33,0.412281,0.412281,201939,2019-10-04,72,34200,141,Delphi Epidata fluview (sourced from CDC FluView)
Pennsylvania,PA,2018,33,2018W33,0.408946,0.408946,201939,2019-10-04,129,47439,194,Delphi Epidata fluview (sourced from CDC FluView)
Rhode Island,RI,2018,33,2018W33,0.0561482,0.0561482,201939,2019-10-04,23,3562,2,Delphi Epidata fluview (sourced from CDC FluView)
South Carolina,SC,2018,33,2018W33,0.4677,0.4677,201939,2019-10-04,10,3421,16,Delphi Epidata fluview (sourced from CDC FluView)
South Dakota,SD,2018,33,2018W33,0.48353,0.48353,201939,2019-10-04,23,6618,32,Delphi Epidata fluview (sourced from CDC FluView)
Tennessee,TN,2018,33,2018W33,0.136585,0.136585,201939,2019-10-04,46,5125,7,Delphi Epidata fluview (sourced from CDC FluView)
Texas,TX,2018,33,2018W33,0.988875,0.988875,201939,2019-10-04,88,18607,184,Delphi Epidata fluview (sourced from CDC FluView)
Utah,UT,2018,33,2018W33,0.379986,0.379986,201939,2019-10-04,56,45528,173,Delphi Epidata fluview (sourced from CDC FluView)
Virginia,VA,2018,33,2018W33,0.639519,0.639519,201939,2019-10-04,112,80842,517,Delphi Epidata fluview (sourced from CDC FluView)
